Data type,Cancer group/site,Year,Sex,Age group (years),Count,"Age-specific rate (per 100,000)","Age-standardised rate 2001 Australian Standard Population (per 100,000)","Age-standardised rate 2023 Australian population  (per 100,000)","Age-standardised rate  (WHO) (per 100,000)","Age-standardised rate  (Segi) (per 100,000)",Column L,ICD10 codes,Age group code
Actual,Melanoma of the skin,2001,Males,75–79,115,50.9,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2001,Males,80–84,52,40.8,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2001,Males,85–89,29,49.1,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2001,Males,90+,23,103,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2001,Males,All ages combined,684,7.2,7.8,10,5.6,4.9,NULL,C43,20
Actual,Melanoma of the skin,2001,Persons,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2001,Persons,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2001,Persons,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2001,Persons,15–19,3,0.2,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2001,Persons,20–24,10,0.8,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2001,Persons,25–29,15,1.1,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2001,Persons,30–34,17,1.2,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2001,Persons,35–39,29,2,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2001,Persons,40–44,49,3.3,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2001,Persons,45–49,52,3.9,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2001,Persons,50–54,72,5.6,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2001,Persons,55–59,93,9.3,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2001,Persons,60–64,97,11.9,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2001,Persons,65–69,104,15.3,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2001,Persons,70–74,154,24.3,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2001,Persons,75–79,165,32,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2001,Persons,80–84,106,32.3,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2001,Persons,85–89,63,35.2,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2001,Persons,90+,45,53.4,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2001,Persons,All ages combined,1074,5.6,5.6,7,4,3.5,NULL,C43,20
Actual,Melanoma of the skin,2002,Females,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2002,Females,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2002,Females,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2002,Females,15–19,0,0,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2002,Females,20–24,2,0.3,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2002,Females,25–29,2,0.3,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2002,Females,30–34,8,1.1,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2002,Females,35–39,9,1.2,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2002,Females,40–44,19,2.5,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2002,Females,45–49,16,2.3,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2002,Females,50–54,23,3.6,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2002,Females,55–59,19,3.6,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2002,Females,60–64,20,4.8,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2002,Females,65–69,21,6,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2002,Females,70–74,42,12.7,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2002,Females,75–79,44,15.1,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2002,Females,80–84,51,24.4,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2002,Females,85–89,25,20.3,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2002,Females,90+,28,43.1,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2002,Females,All ages combined,330,3.4,3,3.8,2.1,1.8,NULL,C43,20
Actual,Melanoma of the skin,2002,Males,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2002,Males,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2002,Males,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2002,Males,15–19,0,0,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2002,Males,20–24,5,0.7,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2002,Males,25–29,6,0.9,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2002,Males,30–34,11,1.5,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2002,Males,35–39,16,2.2,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2002,Males,40–44,33,4.4,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2002,Males,45–49,36,5.3,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2002,Males,50–54,45,7,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2002,Males,55–59,60,11,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2002,Males,60–64,63,14.9,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2002,Males,65–69,89,26.1,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2002,Males,70–74,102,33.8,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2002,Males,75–79,96,41.5,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2002,Males,80–84,84,61.9,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2002,Males,85–89,58,94.5,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2002,Males,90+,19,81.7,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2002,Males,All ages combined,724,7.5,8.2,10.5,5.7,5,NULL,C43,20
Actual,Melanoma of the skin,2002,Persons,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2002,Persons,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2002,Persons,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2002,Persons,15–19,0,0,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2002,Persons,20–24,7,0.5,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2002,Persons,25–29,8,0.6,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2002,Persons,30–34,19,1.3,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2002,Persons,35–39,25,1.7,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2002,Persons,40–44,52,3.5,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2002,Persons,45–49,52,3.8,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2002,Persons,50–54,68,5.3,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2002,Persons,55–59,79,7.3,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2002,Persons,60–64,83,9.9,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2002,Persons,65–69,110,15.9,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2002,Persons,70–74,144,22.8,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2002,Persons,75–79,140,26.8,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2002,Persons,80–84,135,39.1,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2002,Persons,85–89,83,45,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2002,Persons,90+,47,53.3,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2002,Persons,All ages combined,1054,5.4,5.3,6.7,3.8,3.3,NULL,C43,20
Actual,Melanoma of the skin,2003,Females,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2003,Females,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2003,Females,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2003,Females,15–19,0,0,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2003,Females,20–24,1,0.2,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2003,Females,25–29,4,0.6,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2003,Females,30–34,5,0.7,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2003,Females,35–39,9,1.2,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2003,Females,40–44,16,2.1,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2003,Females,45–49,29,4.1,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2003,Females,50–54,24,3.7,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2003,Females,55–59,21,3.7,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2003,Females,60–64,38,8.9,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2003,Females,65–69,46,12.7,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2003,Females,70–74,34,10.4,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2003,Females,75–79,47,15.9,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2003,Females,80–84,57,26.1,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2003,Females,85–89,29,23.3,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2003,Females,90+,22,32.6,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2003,Females,All ages combined,382,3.8,3.5,4.4,2.5,2.2,NULL,C43,20
Actual,Melanoma of the skin,2003,Males,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2003,Males,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2003,Males,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2003,Males,15–19,2,0.3,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2003,Males,20–24,2,0.3,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2003,Males,25–29,5,0.7,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2003,Males,30–34,5,0.7,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2003,Males,35–39,17,2.4,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2003,Males,40–44,29,3.8,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2003,Males,45–49,44,6.4,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2003,Males,50–54,53,8.2,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2003,Males,55–59,67,11.6,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2003,Males,60–64,76,17.5,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2003,Males,65–69,88,25.1,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2003,Males,70–74,91,30.4,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2003,Males,75–79,111,46.7,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2003,Males,80–84,102,70.9,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2003,Males,85–89,58,92.3,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2003,Males,90+,14,57.6,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2003,Males,All ages combined,764,7.8,8.4,10.7,5.9,5.1,NULL,C43,20
Actual,Melanoma of the skin,2003,Persons,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2003,Persons,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2003,Persons,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2003,Persons,15–19,2,0.1,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2003,Persons,20–24,3,0.2,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2003,Persons,25–29,9,0.7,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2003,Persons,30–34,10,0.7,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2003,Persons,35–39,26,1.8,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2003,Persons,40–44,45,3,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2003,Persons,45–49,73,5.2,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2003,Persons,50–54,77,5.9,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2003,Persons,55–59,88,7.7,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2003,Persons,60–64,114,13.2,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2003,Persons,65–69,134,18.8,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2003,Persons,70–74,125,20,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2003,Persons,75–79,158,29.7,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2003,Persons,80–84,159,43.8,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2003,Persons,85–89,87,46.4,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2003,Persons,90+,36,39.2,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2003,Persons,All ages combined,1146,5.8,5.7,7.1,4.1,3.6,NULL,C43,20
Actual,Melanoma of the skin,2004,Females,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2004,Females,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2004,Females,10–14,1,0.1,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2004,Females,15–19,0,0,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2004,Females,20–24,3,0.4,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2004,Females,25–29,3,0.4,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2004,Females,30–34,10,1.3,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2004,Females,35–39,10,1.4,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2004,Females,40–44,16,2.1,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2004,Females,45–49,26,3.6,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2004,Females,50–54,19,2.9,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2004,Females,55–59,29,4.9,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2004,Females,60–64,33,7.4,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2004,Females,65–69,31,8.3,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2004,Females,70–74,39,12.1,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2004,Females,75–79,52,17.5,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2004,Females,80–84,50,22,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2004,Females,85–89,35,27.9,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2004,Females,90+,27,38.1,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2004,Females,All ages combined,385,3.8,3.4,4.3,2.5,2.2,NULL,C43,20
Actual,Melanoma of the skin,2004,Males,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2004,Males,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2004,Males,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2004,Males,15–19,0,0,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2004,Males,20–24,6,0.9,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2004,Males,25–29,5,0.7,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2004,Males,30–34,13,1.7,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2004,Males,35–39,16,2.2,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2004,Males,40–44,27,3.6,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2004,Males,45–49,45,6.4,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2004,Males,50–54,76,11.7,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2004,Males,55–59,76,12.7,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2004,Males,60–64,70,15.5,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2004,Males,65–69,89,24.6,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2004,Males,70–74,81,27.2,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2004,Males,75–79,128,52.7,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2004,Males,80–84,105,69,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2004,Males,85–89,59,92,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2004,Males,90+,19,74,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2004,Males,All ages combined,815,8.2,8.8,11.1,6.1,5.3,NULL,C43,20
Actual,Melanoma of the skin,2004,Persons,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2004,Persons,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2004,Persons,10–14,1,0.1,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2004,Persons,15–19,0,0,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2004,Persons,20–24,9,0.7,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2004,Persons,25–29,8,0.6,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2004,Persons,30–34,23,1.5,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2004,Persons,35–39,26,1.8,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2004,Persons,40–44,43,2.8,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2004,Persons,45–49,71,5,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2004,Persons,50–54,95,7.3,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2004,Persons,55–59,105,8.8,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2004,Persons,60–64,103,11.5,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2004,Persons,65–69,120,16.4,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2004,Persons,70–74,120,19.3,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2004,Persons,75–79,180,33.4,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2004,Persons,80–84,155,40.8,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2004,Persons,85–89,94,49.6,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2004,Persons,90+,46,47.6,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2004,Persons,All ages combined,1200,6,5.8,7.3,4.2,3.6,NULL,C43,20
Actual,Melanoma of the skin,2005,Females,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2005,Females,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2005,Females,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2005,Females,15–19,0,0,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2005,Females,20–24,2,0.3,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2005,Females,25–29,3,0.4,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2005,Females,30–34,3,0.4,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2005,Females,35–39,9,1.2,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2005,Females,40–44,19,2.5,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2005,Females,45–49,19,2.6,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2005,Females,50–54,36,5.4,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2005,Females,55–59,36,5.9,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2005,Females,60–64,29,6.2,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2005,Females,65–69,34,8.9,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2005,Females,70–74,41,12.7,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2005,Females,75–79,49,16.5,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2005,Females,80–84,61,26.1,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2005,Females,85–89,33,25.3,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2005,Females,90+,39,51.9,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2005,Females,All ages combined,413,4.1,3.6,4.5,2.5,2.2,NULL,C43,20
Actual,Melanoma of the skin,2005,Males,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2005,Males,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2005,Males,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2005,Males,15–19,0,0,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2005,Males,20–24,0,0,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2005,Males,25–29,10,1.5,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2005,Males,30–34,18,2.4,NULL,NULL,NULL,NULL,NULL,C43,7
Actual,Melanoma of the skin,2005,Males,35–39,12,1.6,NULL,NULL,NULL,NULL,NULL,C43,8
Actual,Melanoma of the skin,2005,Males,40–44,35,4.6,NULL,NULL,NULL,NULL,NULL,C43,9
Actual,Melanoma of the skin,2005,Males,45–49,31,4.3,NULL,NULL,NULL,NULL,NULL,C43,10
Actual,Melanoma of the skin,2005,Males,50–54,53,8,NULL,NULL,NULL,NULL,NULL,C43,11
Actual,Melanoma of the skin,2005,Males,55–59,91,14.8,NULL,NULL,NULL,NULL,NULL,C43,12
Actual,Melanoma of the skin,2005,Males,60–64,79,16.8,NULL,NULL,NULL,NULL,NULL,C43,13
Actual,Melanoma of the skin,2005,Males,65–69,89,23.9,NULL,NULL,NULL,NULL,NULL,C43,14
Actual,Melanoma of the skin,2005,Males,70–74,107,36,NULL,NULL,NULL,NULL,NULL,C43,15
Actual,Melanoma of the skin,2005,Males,75–79,119,48.1,NULL,NULL,NULL,NULL,NULL,C43,16
Actual,Melanoma of the skin,2005,Males,80–84,123,77.7,NULL,NULL,NULL,NULL,NULL,C43,17
Actual,Melanoma of the skin,2005,Males,85–89,65,93.9,NULL,NULL,NULL,NULL,NULL,C43,18
Actual,Melanoma of the skin,2005,Males,90+,28,102.6,NULL,NULL,NULL,NULL,NULL,C43,19
Actual,Melanoma of the skin,2005,Males,All ages combined,860,8.6,9,11.6,6.3,5.4,NULL,C43,20
Actual,Melanoma of the skin,2005,Persons,00–04,0,0,NULL,NULL,NULL,NULL,NULL,C43,1
Actual,Melanoma of the skin,2005,Persons,05–09,0,0,NULL,NULL,NULL,NULL,NULL,C43,2
Actual,Melanoma of the skin,2005,Persons,10–14,0,0,NULL,NULL,NULL,NULL,NULL,C43,3
Actual,Melanoma of the skin,2005,Persons,15–19,0,0,NULL,NULL,NULL,NULL,NULL,C43,4
Actual,Melanoma of the skin,2005,Persons,20–24,2,0.1,NULL,NULL,NULL,NULL,NULL,C43,5
Actual,Melanoma of the skin,2005,Persons,25–29,13,1,NULL,NULL,NULL,NULL,NULL,C43,6
Actual,Melanoma of the skin,2005,Persons,30–34,21,1.4,NULL,NULL,NULL,NULL,NULL,C43,7
